target_name	target_accession	tlen	query_name	accession	qlen	E-value	score1	bias1	#	of	c-Evalue	i-Evalue	score	bias	hmmfrom	hmmto	alifrom	alito	envfrom	envto	acc	description_of_target	species
WP_276801898.1	-	511	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.14	26.7	6.2	2	3	2.5	2.6e+05	6.5	0.0	8	41	101	134	95	150	0.82	non-reducing end alpha-L-arabinofuranosidase family hydrolase [Cellulomonas iranensis]	Cellulomonas iranensis
WP_276801898.1	-	511	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.14	26.7	6.2	3	3	7.8	8.3e+05	4.9	0.1	9	47	149	187	142	196	0.79	non-reducing end alpha-L-arabinofuranosidase family hydrolase [Cellulomonas iranensis]	Cellulomonas iranensis
XP_010615276.1	-	844	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.14	26.7	16.1	1	2	3.3	3.6e+05	6.0	0.0	17	50	541	573	535	586	0.87	zinc finger protein 665-like isoform X1 [Fukomys damarensis]	Fukomys damarensis
XP_010615276.1	-	844	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.14	26.7	16.1	2	2	3.6	3.9e+05	5.9	0.0	17	50	737	769	731	777	0.87	zinc finger protein 665-like isoform X1 [Fukomys damarensis]	Fukomys damarensis
NED07640.1	-	155	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.14	26.7	0.0	1	2	0.074	7.9e+03	11.4	0.0	2	54	7	56	6	60	0.87	RICIN domain-containing protein [Streptomyces sp. SID6648]	Streptomyces sp. SID6648
NED07640.1	-	155	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.14	26.7	0.0	2	2	0.39	4.1e+04	9.1	0.0	2	37	55	91	54	95	0.85	RICIN domain-containing protein [Streptomyces sp. SID6648]	Streptomyces sp. SID6648
MBD0384487.1	-	300	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.14	26.7	0.4	1	2	0.27	2.9e+04	9.5	0.1	6	40	42	76	38	88	0.87	RICIN domain-containing protein [Paenibacillus sp. WST5]	Paenibacillus sp. WST5
MBD0384487.1	-	300	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.14	26.7	0.4	2	2	0.0065	7e+02	14.8	0.1	7	51	91	132	84	154	0.82	RICIN domain-containing protein [Paenibacillus sp. WST5]	Paenibacillus sp. WST5
WP_138711234.1	-	483	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.14	26.7	0.9	1	2	0.075	8e+03	11.3	0.0	7	63	37	89	32	90	0.76	non-reducing end alpha-L-arabinofuranosidase family hydrolase [Nonomuraea basaltis]	Nonomuraea basaltis
WP_138711234.1	-	483	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.14	26.7	0.9	2	2	0.19	2e+04	10.1	0.1	6	104	83	177	77	179	0.63	non-reducing end alpha-L-arabinofuranosidase family hydrolase [Nonomuraea basaltis]	Nonomuraea basaltis
XP_014383608.1	-	508	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.14	26.7	11.0	1	2	1.4	1.5e+05	7.2	0.0	25	53	379	407	377	418	0.85	PREDICTED: zinc finger protein 501-like, partial [Myotis brandtii]	Myotis brandtii
XP_014383608.1	-	508	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.14	26.7	11.0	2	2	1.8	2e+05	6.9	0.0	24	50	434	460	428	464	0.92	PREDICTED: zinc finger protein 501-like, partial [Myotis brandtii]	Myotis brandtii
AGP59267.1	-	256	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.14	26.7	1.7	1	2	0.026	2.8e+03	12.8	0.0	6	51	21	63	17	76	0.74	hypothetical protein M271_39415 [Streptomyces rapamycinicus NRRL 5491]	Streptomyces rapamycinicus NRRL 5491
AGP59267.1	-	256	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.14	26.7	1.7	2	2	0.052	5.6e+03	11.8	0.3	8	104	70	162	63	164	0.62	hypothetical protein M271_39415 [Streptomyces rapamycinicus NRRL 5491]	Streptomyces rapamycinicus NRRL 5491
WP_234696544.1	-	901	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.14	26.7	0.1	1	2	5.4	5.8e+05	5.4	0.0	6	67	504	561	470	566	0.84	RICIN domain-containing protein [Bifidobacterium commune]	Bifidobacterium commune
WP_234696544.1	-	901	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.14	26.7	0.1	2	2	0.0041	4.4e+02	15.4	0.1	7	45	650	688	646	708	0.87	RICIN domain-containing protein [Bifidobacterium commune]	Bifidobacterium commune
WP_057610694.1	-	488	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.14	26.7	1.4	1	2	0.3	3.2e+04	9.4	0.0	6	36	41	71	37	83	0.84	non-reducing end alpha-L-arabinofuranosidase family hydrolase [Streptomyces sp. Root369]	Streptomyces sp. Root369
WP_057610694.1	-	488	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.14	26.7	1.4	2	2	0.12	1.3e+04	10.6	0.2	6	104	88	182	83	185	0.67	non-reducing end alpha-L-arabinofuranosidase family hydrolase [Streptomyces sp. Root369]	Streptomyces sp. Root369
WP_130440158.1	-	488	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.14	26.7	0.0	1	1	0.26	2.8e+04	9.6	0.0	6	37	40	71	36	82	0.85	non-reducing end alpha-L-arabinofuranosidase family hydrolase [Streptomyces sp. BK239]	Streptomyces sp. BK239
WP_242424958.1	-	430	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.14	26.7	0.1	1	2	0.23	2.4e+04	9.8	0.0	7	37	52	82	47	92	0.88	pectate lyase [Frankia sp. EI5c]	Frankia sp. EI5c
WP_242424958.1	-	430	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.14	26.7	0.1	2	2	0.59	6.3e+04	8.5	0.0	5	36	144	175	141	191	0.88	pectate lyase [Frankia sp. EI5c]	Frankia sp. EI5c
XP_044512617.1	-	856	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.14	26.7	9.8	1	3	10	1.1e+06	4.5	0.1	23	54	259	290	253	309	0.86	zinc finger protein 383-like [Gracilinanus agilis]	Gracilinanus agilis
XP_044512617.1	-	856	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.14	26.7	9.8	2	3	3.5	3.7e+05	6.0	0.0	25	55	401	431	391	443	0.85	zinc finger protein 383-like [Gracilinanus agilis]	Gracilinanus agilis
XP_044512617.1	-	856	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.14	26.7	9.8	3	3	7	7.4e+05	5.0	0.1	24	45	456	477	450	488	0.87	zinc finger protein 383-like [Gracilinanus agilis]	Gracilinanus agilis
WP_245765193.1	-	658	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.14	26.6	0.1	1	2	0.036	3.9e+03	12.3	0.0	6	64	15	69	11	73	0.80	family 43 glycosylhydrolase [Nonomuraea jiangxiensis]	Nonomuraea jiangxiensis
WP_245765193.1	-	658	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.14	26.6	0.1	2	2	1.3	1.4e+05	7.4	0.0	8	51	111	151	106	159	0.77	family 43 glycosylhydrolase [Nonomuraea jiangxiensis]	Nonomuraea jiangxiensis
WP_240832404.1	-	867	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.14	26.6	7.7	1	2	0.0013	1.4e+02	17.0	0.0	6	78	470	533	467	559	0.82	RICIN domain-containing protein [Bifidobacterium pseudocatenulatum]	Bifidobacterium pseudocatenulatum
WP_240832404.1	-	867	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.14	26.6	7.7	2	2	3	3.2e+05	6.2	0.1	8	67	779	834	772	838	0.84	RICIN domain-containing protein [Bifidobacterium pseudocatenulatum]	Bifidobacterium pseudocatenulatum
WP_204000934.1	-	698	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.14	26.6	0.3	1	3	0.14	1.5e+04	10.5	0.0	7	35	51	79	46	103	0.86	family 43 glycosylhydrolase [Micromonospora andamanensis]	Micromonospora andamanensis
WP_204000934.1	-	698	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.14	26.6	0.3	2	3	9.3	1e+06	4.6	0.0	6	36	97	127	94	140	0.84	family 43 glycosylhydrolase [Micromonospora andamanensis]	Micromonospora andamanensis
WP_204000934.1	-	698	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.14	26.6	0.3	3	3	1.4	1.4e+05	7.3	0.1	6	37	144	175	140	191	0.83	family 43 glycosylhydrolase [Micromonospora andamanensis]	Micromonospora andamanensis
WP_219495533.1	-	485	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.14	26.6	0.6	1	2	0.24	2.5e+04	9.7	0.0	7	51	37	78	32	90	0.74	non-reducing end alpha-L-arabinofuranosidase family hydrolase [Nonomuraea coxensis]	Nonomuraea coxensis
WP_219495533.1	-	485	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.14	26.6	0.6	2	2	1.4	1.5e+05	7.3	0.1	6	56	83	130	78	177	0.72	non-reducing end alpha-L-arabinofuranosidase family hydrolase [Nonomuraea coxensis]	Nonomuraea coxensis
WP_250008232.1	-	674	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.14	26.6	0.1	1	2	0.0047	5e+02	15.2	0.0	7	72	30	89	25	116	0.79	family 43 glycosylhydrolase [Actinoplanes sp. M2I2]	Actinoplanes sp. M2I2
WP_250008232.1	-	674	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.14	26.6	0.1	2	2	0.67	7.2e+04	8.3	0.0	5	40	122	157	120	172	0.81	family 43 glycosylhydrolase [Actinoplanes sp. M2I2]	Actinoplanes sp. M2I2
WP_212962629.1	-	568	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.14	26.6	4.9	1	3	0.02	2.1e+03	13.2	0.0	3	68	421	484	419	487	0.86	RICIN domain-containing protein [Cohnella xylanilytica]	Cohnella xylanilytica
WP_212962629.1	-	568	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.14	26.6	4.9	2	3	1.1	1.2e+05	7.6	0.0	13	52	482	521	481	526	0.88	RICIN domain-containing protein [Cohnella xylanilytica]	Cohnella xylanilytica
WP_212962629.1	-	568	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.14	26.6	4.9	3	3	1.7	1.9e+05	6.9	0.2	9	40	525	556	521	567	0.80	RICIN domain-containing protein [Cohnella xylanilytica]	Cohnella xylanilytica
WP_091252579.1	-	514	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.14	26.6	1.4	1	2	0.00057	61	18.2	0.0	3	68	52	113	50	121	0.86	non-reducing end alpha-L-arabinofuranosidase family hydrolase [Micromonospora matsumotoense]	Micromonospora matsumotoense
WP_091252579.1	-	514	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.14	26.6	1.4	2	2	3.4	3.7e+05	6.0	0.1	8	47	150	186	144	198	0.78	non-reducing end alpha-L-arabinofuranosidase family hydrolase [Micromonospora matsumotoense]	Micromonospora matsumotoense
WP_196280086.1	-	307	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.14	26.6	0.3	1	2	0.016	1.7e+03	13.5	0.1	3	68	14	75	12	106	0.75	non-reducing end alpha-L-arabinofuranosidase family hydrolase, partial [Catellatospora paridis]	Catellatospora paridis
WP_196280086.1	-	307	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.14	26.6	0.3	2	2	2.2	2.4e+05	6.6	0.0	6	37	111	142	107	159	0.82	non-reducing end alpha-L-arabinofuranosidase family hydrolase, partial [Catellatospora paridis]	Catellatospora paridis
WP_184995748.1	-	497	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.14	26.6	0.4	1	2	0.0017	1.8e+02	16.6	0.1	3	69	39	101	37	124	0.85	non-reducing end alpha-L-arabinofuranosidase family hydrolase [Actinoplanes digitatis]	Actinoplanes digitatis
WP_184995748.1	-	497	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.14	26.6	0.4	2	2	3	3.2e+05	6.2	0.0	8	51	137	180	131	189	0.83	non-reducing end alpha-L-arabinofuranosidase family hydrolase [Actinoplanes digitatis]	Actinoplanes digitatis
WP_006884287.1	-	406	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.14	26.6	2.0	1	2	0.081	8.6e+03	11.2	0.1	5	38	313	346	309	351	0.91	glycoside hydrolase family 11 protein [Halosimplex carlsbadense]	Halosimplex carlsbadense
WP_006884287.1	-	406	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.14	26.6	2.0	2	2	3	3.2e+05	6.2	0.0	5	36	360	391	357	396	0.92	glycoside hydrolase family 11 protein [Halosimplex carlsbadense]	Halosimplex carlsbadense
WP_196205265.1	-	277	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.14	26.6	0.1	1	3	0.011	1.2e+03	14.0	0.0	7	68	54	111	49	112	0.83	non-reducing end alpha-L-arabinofuranosidase family hydrolase, partial [Plantactinospora alkalitolerans]	Plantactinospora alkalitolerans
WP_196205265.1	-	277	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.14	26.6	0.1	2	3	4.5	4.8e+05	5.6	0.0	6	34	100	128	97	142	0.86	non-reducing end alpha-L-arabinofuranosidase family hydrolase, partial [Plantactinospora alkalitolerans]	Plantactinospora alkalitolerans
WP_196205265.1	-	277	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.14	26.6	0.1	3	3	2	2.1e+05	6.8	0.0	5	41	146	182	143	195	0.82	non-reducing end alpha-L-arabinofuranosidase family hydrolase, partial [Plantactinospora alkalitolerans]	Plantactinospora alkalitolerans
RLV77536.1	-	253	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.14	26.6	1.8	1	2	0.029	3.1e+03	12.7	0.1	6	40	18	52	14	72	0.75	hypothetical protein D3C57_104165 [Streptomyces rapamycinicus NRRL 5491]	Streptomyces rapamycinicus NRRL 5491
RLV77536.1	-	253	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.14	26.6	1.8	2	2	0.052	5.6e+03	11.8	0.4	8	104	67	159	60	161	0.62	hypothetical protein D3C57_104165 [Streptomyces rapamycinicus NRRL 5491]	Streptomyces rapamycinicus NRRL 5491
WP_136577427.1	-	365	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.14	26.6	0.1	1	2	0.99	1.1e+05	7.7	0.0	7	33	67	93	63	103	0.89	RICIN domain-containing protein [Niastella caeni]	Niastella caeni
WP_136577427.1	-	365	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.14	26.6	0.1	2	2	0.0054	5.8e+02	15.0	0.0	6	37	113	144	110	166	0.85	RICIN domain-containing protein [Niastella caeni]	Niastella caeni
MBR3182612.1	-	866	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.15	26.6	0.3	1	2	0.00056	60	18.2	0.0	7	68	601	658	597	670	0.89	RICIN domain-containing protein [Eggerthellaceae bacterium]	Eggerthellaceae bacterium
MBR3182612.1	-	866	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.15	26.6	0.3	2	2	2.5	2.7e+05	6.4	0.0	7	36	648	677	644	681	0.90	RICIN domain-containing protein [Eggerthellaceae bacterium]	Eggerthellaceae bacterium
WP_106325622.1	-	486	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.15	26.6	0.0	1	2	0.0098	1e+03	14.2	0.0	3	40	31	68	29	95	0.77	family 43 glycosylhydrolase [Actinoplanes italicus]	Actinoplanes italicus
WP_106325622.1	-	486	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.15	26.6	0.0	2	2	0.24	2.5e+04	9.7	0.0	5	52	125	169	123	193	0.79	family 43 glycosylhydrolase [Actinoplanes italicus]	Actinoplanes italicus
BBC29645.1	-	488	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.15	26.6	2.7	1	2	0.021	2.2e+03	13.2	0.1	6	63	41	94	37	95	0.77	Alpha-L-arabinofuranosidase [Streptomyces graminofaciens]	Streptomyces graminofaciens
BBC29645.1	-	488	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.15	26.6	2.7	2	2	0.11	1.2e+04	10.8	0.2	6	105	88	183	84	185	0.65	Alpha-L-arabinofuranosidase [Streptomyces graminofaciens]	Streptomyces graminofaciens
MBR6107502.1	-	965	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.15	26.6	0.1	1	2	0.023	2.5e+03	13.0	0.0	5	69	563	624	560	637	0.87	RICIN domain-containing protein [Oscillospiraceae bacterium]	Oscillospiraceae bacterium
MBR6107502.1	-	965	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.15	26.6	0.1	2	2	0.58	6.2e+04	8.5	0.0	5	65	718	773	714	792	0.86	RICIN domain-containing protein [Oscillospiraceae bacterium]	Oscillospiraceae bacterium
XP_053567675.1	-	597	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.15	26.6	31.9	1	4	0.54	5.8e+04	8.6	0.2	22	45	158	181	154	187	0.92	gastrula zinc finger protein XlCGF57.1-like [Bombina bombina]	Bombina bombina
XP_053567675.1	-	597	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.15	26.6	31.9	2	4	5.5	5.9e+05	5.3	0.1	24	54	328	358	322	373	0.85	gastrula zinc finger protein XlCGF57.1-like [Bombina bombina]	Bombina bombina
XP_053567675.1	-	597	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.15	26.6	31.9	3	4	7.8	8.3e+05	4.9	0.1	24	54	384	414	380	427	0.87	gastrula zinc finger protein XlCGF57.1-like [Bombina bombina]	Bombina bombina
XP_053567675.1	-	597	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.15	26.6	31.9	4	4	6.4	6.8e+05	5.1	0.0	22	54	466	498	463	512	0.87	gastrula zinc finger protein XlCGF57.1-like [Bombina bombina]	Bombina bombina
WP_132334688.1	-	505	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.15	26.6	0.4	1	2	0.029	3.1e+03	12.6	0.1	7	68	48	105	43	138	0.82	non-reducing end alpha-L-arabinofuranosidase family hydrolase [Micromonospora sp. KC213]	Micromonospora sp. KC213
WP_132334688.1	-	505	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.15	26.6	0.4	2	2	1	1.1e+05	7.7	0.0	5	44	140	179	137	190	0.82	non-reducing end alpha-L-arabinofuranosidase family hydrolase [Micromonospora sp. KC213]	Micromonospora sp. KC213
WP_145919320.1	-	509	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.15	26.6	0.8	1	1	0.0009	97	17.5	0.0	3	68	50	111	48	118	0.86	non-reducing end alpha-L-arabinofuranosidase family hydrolase [Micromonospora sp. HM134]	Micromonospora sp. HM134
GES05888.1	-	489	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.15	26.6	0.2	1	1	0.063	6.7e+03	11.6	0.0	7	68	35	92	30	125	0.80	alpha-N-arabinofuranosidase [Acrocarpospora corrugata]	Acrocarpospora corrugata
WP_267153610.1	-	169	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.15	26.6	0.1	1	2	0.0013	1.3e+02	17.1	0.1	7	77	33	98	29	122	0.72	RICIN domain-containing protein [Tumebacillus sp. DT12]	Tumebacillus sp. DT12
WP_267153610.1	-	169	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.15	26.6	0.1	2	2	1.1	1.1e+05	7.6	0.0	6	42	123	159	118	166	0.90	RICIN domain-containing protein [Tumebacillus sp. DT12]	Tumebacillus sp. DT12
GIH95219.1	-	484	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.15	26.6	0.2	1	2	0.5	5.3e+04	8.7	0.0	6	37	36	67	32	78	0.84	alpha-N-arabinofuranosidase [Planobispora siamensis]	Planobispora siamensis
GIH95219.1	-	484	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.15	26.6	0.2	2	2	0.87	9.3e+04	7.9	0.0	6	54	83	128	79	178	0.65	alpha-N-arabinofuranosidase [Planobispora siamensis]	Planobispora siamensis
XP_051829293.1	-	829	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.15	26.6	12.7	1	1	5.1	5.5e+05	5.4	0.0	26	65	284	322	276	328	0.88	zinc finger protein 420-like isoform X1 [Antechinus flavipes]	Antechinus flavipes
XP_053571590.1	-	963	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.15	26.6	44.0	1	4	1.4	1.5e+05	7.3	0.0	24	54	447	477	444	479	0.92	zinc finger protein 585A [Bombina bombina]	Bombina bombina
XP_053571590.1	-	963	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.15	26.6	44.0	2	4	6.9	7.4e+05	5.0	0.1	24	52	475	503	473	510	0.88	zinc finger protein 585A [Bombina bombina]	Bombina bombina
XP_053571590.1	-	963	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.15	26.6	44.0	3	4	1.7	1.9e+05	6.9	0.0	24	53	836	865	830	866	0.91	zinc finger protein 585A [Bombina bombina]	Bombina bombina
XP_053571590.1	-	963	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.15	26.6	44.0	4	4	6.3	6.7e+05	5.1	0.1	24	52	864	892	862	902	0.87	zinc finger protein 585A [Bombina bombina]	Bombina bombina
XP_053567453.1	-	579	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.15	26.6	24.7	1	4	9.4	1e+06	4.6	0.1	24	49	256	281	254	301	0.85	gastrula zinc finger protein XlCGF26.1-like [Bombina bombina]	Bombina bombina
XP_053567453.1	-	579	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.15	26.6	24.7	2	4	0.91	9.8e+04	7.8	0.1	22	46	394	418	390	423	0.89	gastrula zinc finger protein XlCGF26.1-like [Bombina bombina]	Bombina bombina
XP_053567453.1	-	579	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.15	26.6	24.7	3	4	3.5	3.8e+05	6.0	0.1	23	46	423	446	420	450	0.89	gastrula zinc finger protein XlCGF26.1-like [Bombina bombina]	Bombina bombina
XP_053567453.1	-	579	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.15	26.6	24.7	4	4	1.9	2e+05	6.8	0.0	24	55	452	483	450	497	0.85	gastrula zinc finger protein XlCGF26.1-like [Bombina bombina]	Bombina bombina
PST47685.1	-	910	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.15	26.6	5.6	1	2	0.031	3.3e+03	12.6	0.0	5	68	511	569	508	605	0.84	1,4-beta-N-acetylmuramidase [Bifidobacterium callitrichos]	Bifidobacterium callitrichos
PST47685.1	-	910	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.15	26.6	5.6	2	2	2.9	3.1e+05	6.2	0.2	7	40	660	691	656	750	0.79	1,4-beta-N-acetylmuramidase [Bifidobacterium callitrichos]	Bifidobacterium callitrichos
WP_160781154.1	-	721	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.15	26.5	0.5	1	2	0.2	2.1e+04	10.0	0.0	8	63	482	536	475	563	0.88	RICIN domain-containing protein [Flavobacterium sp. HBTb2-11-1]	Flavobacterium sp. HBTb2-11-1
WP_160781154.1	-	721	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.15	26.5	0.5	2	2	0.019	2.1e+03	13.2	0.3	8	71	578	635	574	675	0.67	RICIN domain-containing protein [Flavobacterium sp. HBTb2-11-1]	Flavobacterium sp. HBTb2-11-1
WP_211722948.1	-	414	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.15	26.5	0.0	1	2	0.044	4.7e+03	12.1	0.0	3	39	271	307	269	333	0.86	RICIN domain-containing protein [Paenibacillus tritici]	Paenibacillus tritici
WP_211722948.1	-	414	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.15	26.5	0.0	2	2	0.085	9e+03	11.2	0.0	6	51	368	410	362	414	0.82	RICIN domain-containing protein [Paenibacillus tritici]	Paenibacillus tritici
XP_053552853.1	-	365	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.15	26.5	23.0	1	4	1.4	1.5e+05	7.2	0.1	24	54	122	152	119	158	0.90	gastrula zinc finger protein XlCGF17.1-like [Bombina bombina]	Bombina bombina
XP_053552853.1	-	365	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.15	26.5	23.0	2	4	0.77	8.2e+04	8.1	0.1	24	54	178	208	175	215	0.88	gastrula zinc finger protein XlCGF17.1-like [Bombina bombina]	Bombina bombina
XP_053552853.1	-	365	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.15	26.5	23.0	3	4	0.78	8.3e+04	8.1	0.2	24	54	234	264	232	281	0.85	gastrula zinc finger protein XlCGF17.1-like [Bombina bombina]	Bombina bombina
XP_053552853.1	-	365	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.15	26.5	23.0	4	4	9	9.6e+05	4.7	0.2	24	49	318	343	315	361	0.85	gastrula zinc finger protein XlCGF17.1-like [Bombina bombina]	Bombina bombina
WP_173138998.1	-	414	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.15	26.5	0.0	1	2	0.044	4.7e+03	12.1	0.0	3	39	271	307	269	333	0.86	RICIN domain-containing protein [Paenibacillus tritici]	Paenibacillus tritici
WP_173138998.1	-	414	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.15	26.5	0.0	2	2	0.085	9e+03	11.2	0.0	6	51	368	410	362	414	0.82	RICIN domain-containing protein [Paenibacillus tritici]	Paenibacillus tritici
XP_047295406.1	-	613	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.15	26.5	14.9	1	3	1.9	2e+05	6.8	0.0	17	53	259	294	251	305	0.85	zinc finger protein 665 isoform X6 [Homo sapiens]	Homo sapiens
XP_047295406.1	-	613	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.15	26.5	14.9	2	3	6.5	6.9e+05	5.1	0.0	17	50	371	403	358	417	0.87	zinc finger protein 665 isoform X6 [Homo sapiens]	Homo sapiens
XP_047295406.1	-	613	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.15	26.5	14.9	3	3	2.9	3e+05	6.3	0.0	17	52	455	489	449	507	0.84	zinc finger protein 665 isoform X6 [Homo sapiens]	Homo sapiens
WP_135979403.1	-	740	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.15	26.5	17.4	1	3	0.4	4.3e+04	9.0	0.0	7	62	120	172	115	173	0.85	phage tail tip lysozyme [Dubosiella muris]	Dubosiella muris
WP_135979403.1	-	740	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.15	26.5	17.4	2	3	0.012	1.3e+03	13.9	0.9	7	80	168	233	164	259	0.75	phage tail tip lysozyme [Dubosiella muris]	Dubosiella muris
